instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-150.tsp,1,2000,0.95,0.0001,0.9,120576.000000000,33759.810531517,0
input-150.tsp,2,2000,0.95,0.0001,0.9,122880.000000000,0.159154645,1
input-150.tsp,3,2000,0.95,0.0001,0.9,122470.485839844,33759.805926356,0
input-150.tsp,4,2000,0.95,0.0001,0.9,122880.000000000,0.176037932,1
input-150.tsp,5,2000,0.95,0.0001,0.9,118653.671875000,0.167267508,1
input-150.tsp,6,2000,0.95,0.0001,0.9,124940.752441406,0.164293206,1
input-150.tsp,7,2000,0.95,0.0001,0.9,121922.500000000,0.155437452,1
input-150.tsp,8,2000,0.95,0.0001,0.9,119731.750000000,0.173077591,1
input-150.tsp,9,2000,0.95,0.0001,0.9,118784.000000000,0.167787517,1
input-150.tsp,10,2000,0.95,0.0001,0.9,118268.874511719,0.149786104,1
input-150.tsp,11,2000,0.95,0.0001,0.9,121344.000000000,0.167385320,1
input-150.tsp,12,2000,0.95,0.0001,0.9,121440.000000000,0.175778605,1
input-150.tsp,13,2000,0.95,0.0001,0.9,118239.937011719,0.169323284,1
input-150.tsp,14,2000,0.95,0.0001,0.9,126976.000000000,0.171074484,1
input-150.tsp,15,2000,0.95,0.0001,0.9,125192.312988281,0.166484070,1
input-150.tsp,16,2000,0.95,0.0001,0.9,131072.000488281,41081.392076451,0
input-150.tsp,17,2000,0.95,0.0001,0.9,118719.999511719,0.165640650,1
input-150.tsp,18,2000,0.95,0.0001,0.9,121020.000000000,41081.375646899,0
input-150.tsp,19,2000,0.95,0.0001,0.9,121906.000000000,0.163182373,1
input-150.tsp,20,2000,0.95,0.0001,0.9,121204.000000000,0.168951017,1
input-150.tsp,21,2000,0.95,0.0001,0.9,118751.429687500,33759.790169630,0
input-150.tsp,22,2000,0.95,0.0001,0.9,131076.000000000,0.169783179,1
input-150.tsp,23,2000,0.95,0.0001,0.9,120608.000000000,33759.808086137,0
input-150.tsp,24,2000,0.95,0.0001,0.9,119296.000000000,74840.998889167,0
input-150.tsp,25,2000,0.95,0.0001,0.9,118781.999511719,0.170384395,1
input-150.tsp,26,2000,0.95,0.0001,0.9,123978.015625000,0.167083580,1
input-150.tsp,27,2000,0.95,0.0001,0.9,123160.047363281,0.162384150,1
input-150.tsp,28,2000,0.95,0.0001,0.9,123396.154785156,41081.368706034,0
input-150.tsp,29,2000,0.95,0.0001,0.9,120013.734375000,0.178741117,1
input-150.tsp,30,2000,0.95,0.0001,0.9,116602.749511719,0.186101474,1
input-150.tsp,31,2000,0.95,0.0001,0.9,121856.000000000,0.161090550,1
input-150.tsp,32,2000,0.95,0.0001,0.9,121719.625000000,0.174781819,1
input-150.tsp,33,2000,0.95,0.0001,0.9,120832.000000000,0.179779102,1
input-150.tsp,34,2000,0.95,0.0001,0.9,123961.055175781,33759.803263458,0
input-150.tsp,35,2000,0.95,0.0001,0.9,123410.250000000,0.163158283,1
input-150.tsp,36,2000,0.95,0.0001,0.9,131080.000000000,0.172294511,1
input-150.tsp,37,2000,0.95,0.0001,0.9,121683.375000000,0.156395230,1
input-150.tsp,38,2000,0.95,0.0001,0.9,118749.999511719,41081.378589312,0
input-150.tsp,39,2000,0.95,0.0001,0.9,123930.218750000,0.168180240,1
input-150.tsp,40,2000,0.95,0.0001,0.9,120832.000000000,41081.389351310,0
input-150.tsp,41,2000,0.95,0.0001,0.9,120572.000000000,74841.010515967,0
input-150.tsp,42,2000,0.95,0.0001,0.9,121004.176269531,0.180906970,1
input-150.tsp,43,2000,0.95,0.0001,0.9,122655.571777344,0.168083732,1
input-150.tsp,44,2000,0.95,0.0001,0.9,114687.992187500,0.167508003,1
input-150.tsp,45,2000,0.95,0.0001,0.9,117840.000000000,0.170558844,1
input-150.tsp,46,2000,0.95,0.0001,0.9,119804.000000000,33760.101177157,0
input-150.tsp,47,2000,0.95,0.0001,0.9,120832.000000000,0.178817803,1
input-150.tsp,48,2000,0.95,0.0001,0.9,120814.750000000,0.172059386,1
input-150.tsp,49,2000,0.95,0.0001,0.9,121996.633300781,0.152597811,1
input-150.tsp,50,2000,0.95,0.0001,0.9,124940.078613281,0.150659606,1
input-150.tsp,51,2000,0.95,0.0001,0.9,122332.000000000,33760.127014965,0
input-150.tsp,52,2000,0.95,0.0001,0.9,124928.000000000,0.191706548,1
input-150.tsp,53,2000,0.95,0.0001,0.9,131072.000488281,0.188654115,1
input-150.tsp,54,2000,0.95,0.0001,0.9,120351.709472656,0.165007167,1
input-150.tsp,55,2000,0.95,0.0001,0.9,122176.000000000,33760.102632896,0
input-150.tsp,56,2000,0.95,0.0001,0.9,123110.062500000,74841.006465088,0
input-150.tsp,57,2000,0.95,0.0001,0.9,122880.000000000,0.176155477,1
input-150.tsp,58,2000,0.95,0.0001,0.9,122880.000000000,33759.802968046,0
input-150.tsp,59,2000,0.95,0.0001,0.9,121757.365722656,0.164707737,1
input-150.tsp,60,2000,0.95,0.0001,0.9,123047.887207031,0.167642969,1
input-150.tsp,61,2000,0.95,0.0001,0.9,121359.123535156,74841.028682853,0
input-150.tsp,62,2000,0.95,0.0001,0.9,120832.000000000,0.181016899,1
input-150.tsp,63,2000,0.95,0.0001,0.9,122634.486816406,0.170416529,1
input-150.tsp,64,2000,0.95,0.0001,0.9,118464.000000000,0.166351889,1
input-150.tsp,65,2000,0.95,0.0001,0.9,119391.750000000,0.172509811,1
input-150.tsp,66,2000,0.95,0.0001,0.9,120047.186035156,0.181053583,1
